Date,Close,Volume,RangeRatio,VolMedian20,RangeMedian20,VolRatio,RangeRatioToMed,PctMove,HighProximity,LowProximity,Trend,D1,D2,D3,IsDull,Fwd1d,Fwd3d,Fwd5d,Fwd10d
2021-04-12,28.99,986978,0.00517418,2.19148E+06,0.0074451,0.450371,0.694979,0.000517667,1.00052,1.03094,Advance,1,0,1,0,-0.00137975,0.00517418,-0.00137975,-0.00482923
2021-04-13,28.95,1639328,0.0048359,2.18961E+06,0.00719164,0.748684,0.672434,-0.00137975,0.99862,1.02952,Advance,0,0,1,0,-0.000345431,0.00777197,-0.00967187,-0.00276338
2021-04-14,28.94,1368016,0.00760198,2.1335E+06,0.00619472,0.641207,1.22717,-0.000345431,0.998275,1.02916,Advance,1,0,1,0,0.00691081,0.00034555,-0.00345544,0.00863856
2021-04-15,29.14,2379779,0.00531917,1.95748E+06,0.00708362,1.21573,0.750912,0.00691081,1.00517,1.03627,Advance,0,0,0,0,0.00120109,-0.016129,-0.0164722,-0.00308854
2021-04-16,29.175,1290546,0.00377031,1.95748E+06,0.00611951,0.659288,0.616113,0.00120109,1.0012,1.03752,Advance,1,0,1,0,-0.00771203,-0.0114824,-0.0140531,-0.0111396
2021-04-19,28.95,2177095,0.00967187,1.7529E+06,0.00566673,1.242,1.70678,-0.00771203,0.992288,1.02952,Advance,0,0,0,0,-0.00967187,-0.0100173,-0.00345424,-0.000345431
2021-04-20,28.67,2310618,0.00802231,1.7529E+06,0.00566673,1.31817,1.41569,-0.00967187,0.982691,1.01956,Flat,0,0,0,0,0.00592955,0.00331354,0.00697596,0.0104639
2021-04-21,28.84,1822239,0.00762827,1.7529E+06,0.00611951,1.03956,1.24655,0.00592955,0.988518,1.0256,Advance,0,0,0,0,-0.00624134,0.000346749,0.0121359,0.0114424
2021-04-22,28.66,1888560,0.00767618,1.74727E+06,0.00611951,1.08086,1.25438,-0.00624134,0.982348,1.0192,Flat,0,0,0,0,0.00366363,0.00732732,0.0136078,0.0167481
2021-04-23,28.765,2399565,0.00521466,1.74727E+06,0.00611951,1.37332,0.852137,0.00366363,0.985947,1.02185,Advance,0,0,0,0,0.00295501,0.0147749,0.00295501,0.0220754
2021-04-26,28.85,1915150,0.00433276,1.74727E+06,0.00566673,1.09608,0.764596,0.00295501,0.98886,1.02305,Advance,0,0,0,0,0.000693257,0.00693237,0.00311959,0.0138648
2021-04-27,28.87,1396858,0.00692757,1.74727E+06,0.00548944,0.799451,1.26198,0.000693257,0.989546,1.02376,Advance,0,0,1,0,0.0110842,-0.000692776,0.00346375,0.00969861
2021-04-28,29.19,2586220,0.0102775,1.66052E+06,0.00548944,1.55748,1.87224,0.0110842,1.00051,1.03511,Advance,0,0,0,0,-0.00479621,-0.00856458,-0.000685182,-0.00805072
2021-04-29,29.05,2751392,0.0106712,1.66052E+06,0.00549646,1.65695,1.94147,-0.00479621,0.995204,1.03014,Advance,0,0,0,0,-0.00688464,-0.00275387,0.00309811,0.000688484
2021-04-30,28.85,2340851,0.007279,1.66052E+06,0.00594222,1.40971,1.22496,-0.00688464,0.988352,1.00768,Flat,0,0,0,0,0.00311959,0.0110918,0.0190641,0.0190641
2021-05-03,28.94,2040451,0.00449202,1.73549E+06,0.00594222,1.17572,0.755951,0.00311959,0.991435,1.00977,Flat,0,0,0,0,0.00103659,0.00691081,0.0107118,0.0217691
2021-05-04,28.97,1913571,0.00862962,1.8554E+06,0.00594222,1.03135,1.45226,0.00103659,0.992463,1.01082,Flat,0,0,1,0,0.00690372,0.014843,0.00621333,0.0210563
2021-05-05,29.17,2553861,0.00754197,1.90107E+06,0.00674641,1.34338,1.11792,0.00690372,0.999315,1.01779,Flat,0,0,0,0,-0.00102848,0.00274254,-0.00737059,0.0102845
2021-05-06,29.14,2600107,0.0075498,1.91436E+06,0.00710328,1.35821,1.06286,-0.00102848,0.998287,1.01675,Flat,0,0,1,0,0.00892245,0.000343179,-0.00240219,0.0185313
2021-05-07,29.4,3181703,0.00935373,1.9778E+06,0.00741048,1.60871,1.26223,0.00892245,1.00719,1.02582,Advance,0,0,0,0,-0.00510203,-0.015136,0,0.0020408
2021-05-10,29.25,2699604,0.00854701,2.10877E+06,0.00754589,1.28018,1.13267,-0.00510203,0.994898,1.02059,Advance,0,0,0,0,-0.00341882,-0.00615386,0.0109402,0.00923078
2021-05-11,29.15,6308304,0.00994857,2.24386E+06,0.00757589,2.81137,1.31319,-0.00341882,0.991497,1.0171,Flat,0,0,0,0,-0.00668953,0.00857633,0.0147513,0.0222984
2021-05-12,28.955,5097355,0.00846137,2.32573E+06,0.00761512,2.19172,1.11113,-0.00668953,0.984864,1.01029,Flat,0,0,0,0,0.00397167,0.0212398,0.0177862,0.0316008
2021-05-13,29.07,3988724,0.0065359,2.36032E+06,0.00765223,1.68991,0.854118,0.00397167,0.988776,1.01431,Flat,0,0,0,0,0.0113519,0.0175439,0.0209839,0.0302718
2021-05-14,29.4,2787167,0.00952383,2.37021E+06,0.00765223,1.17592,1.24458,0.0113519,1,1.02582,Advance,0,0,0,0,0.00578232,0.00238094,0.0020408,0.0115646
2021-05-17,29.57,3545734,0.00896183,2.47671E+06,0.00784924,1.43163,1.14174,0.00578232,1.00578,1.03175,Advance,0,0,0,0,0.000338188,0.00372001,-0.00169088,0.0196145
2021-05-18,29.58,2775484,0.0074375,2.57004E+06,0.00784924,1.07994,0.947543,0.000338188,1.00034,1.0321,Advance,0,0,1,0,-0.00371875,-0.00405682,0.00743743,0.0175795
2021-05-19,29.47,2988778,0.0115372,2.59316E+06,0.00765223,1.15256,1.50769,-0.00371875,0.996281,1.02826,Advance,0,0,0,0,0.00712592,0.00169668,0.0135732,0.020699
2021-05-20,29.68,2733836,0.00943399,2.64986E+06,0.00806877,1.03169,1.1692,0.00712592,1.00338,1.03559,Advance,0,0,0,0,-0.00741244,0.00404309,0.00909705,0.0180256
2021-05-21,29.46,2887346,0.00543109,2.71672E+06,0.00850419,1.06281,0.638637,-0.00741244,0.992588,1.02416,Advance,0,0,0,0,0.00203671,0.0139172,0.00950444,0.0257977
2021-05-25,29.52,2897715,0.00711379,2.74261E+06,0.00850419,1.05655,0.836504,0.00203671,0.994609,1.02322,Advance,0,0,1,0,0.00948505,0.0145664,0.0213414,0.0243902
2021-05-26,29.8,3593001,0.00671144,2.76344E+06,0.00850419,1.30019,0.789192,0.00948505,1.00404,1.03293,Advance,0,0,0,0,0.00234905,-0.0020134,0.0100672,0.0114094
2021-05-27,29.87,2274069,0.00401744,2.78133E+06,0.00850419,0.817621,0.472407,0.00234905,1.00235,1.03536,Advance,0,1,1,0,0.00267827,0.00937391,0.00703043,0.0100435
2021-05-28,29.95,2137272,0.00400664,2.78133E+06,0.00800559,0.768436,0.500481,0.00267827,1.00268,1.03813,Advance,0,1,0,0,-0.00701172,0.00500833,0.00884806,0.0126878
2021-05-31,29.74,1090048,0.0121049,2.78133E+06,0.00754589,0.391917,1.60418,-0.00701172,0.992988,1.03085,Advance,1,0,0,0,0.0137861,0.0114324,0.0161399,0.0225286
2021-06-01,30.15,4133069,0.00563848,2.78133E+06,0.00800559,1.48601,0.704318,0.0137861,1.00668,1.04181,Advance,0,0,0,0,-0.00165835,0.0021559,0.00298508,0.0139304
2021-06-02,30.1,2135243,0.00581393,2.83726E+06,0.00800559,0.752573,0.726234,-0.00165835,0.998342,1.03954,Advance,0,0,1,0,-0.000664467,0.00398668,0.00132887,0.0156146
2021-06-03,30.08,1838405,0.00531914,2.83726E+06,0.00754589,0.647952,0.704906,-0.000664467,0.997678,1.03885,Advance,1,0,1,0,0.00448804,0.00531914,0.00299203,0.0146277
2021-06-04,30.215,1211896,0.00347508,2.83726E+06,0.00749365,0.427137,0.463737,0.00448804,1.00216,1.04352,Advance,1,1,0,0,0.000165453,-0.00248224,0.00380605,0.00281314
2021-06-07,30.22,1025154,0.00397091,2.83726E+06,0.00727564,0.361319,0.545781,0.000165453,1.00017,1.04369,Advance,1,1,1,1,0.000661829,-0.00165451,0.00628724,0.0102582
2021-06-08,30.24,1518502,0.0049603,2.78133E+06,0.00691261,0.545963,0.717573,0.000661829,1.00066,1.04438,Advance,1,0,1,0,-0.00330689,0.0029762,0.0109127,0.0115741
2021-06-09,30.14,1268281,0.00464497,2.78133E+06,0.00662367,0.455999,0.701269,-0.00330689,0.996693,1.04093,Advance,1,0,0,0,0.000995378,0.00895821,0.0142668,0.0114466
2021-06-10,30.17,1723919,0.00629766,2.75466E+06,0.00617491,0.625819,1.01988,0.000995378,0.997685,1.04196,Advance,1,0,1,0,0.00530328,0.0132582,0.0116009,0.0135897
2021-06-11,30.33,1524049,0.00362673,2.50395E+06,0.0060558,0.608657,0.598886,0.00530328,1.00298,1.04334,Advance,1,1,0,0,0.00263765,0.00791295,-0.000989142,0.00989117
2021-06-14,30.41,1679688,0.00526142,2.20567E+06,0.0057262,0.761532,0.918833,0.00263765,1.00264,1.03435,Advance,0,0,0,0,0.00526142,0.00361725,0.0039461,0.00230186
2021-06-15,30.57,2919750,0.00490682,2.13626E+06,0.00553478,1.36676,0.886543,0.00526142,1.00526,1.03768,Advance,0,0,0,0,0,-0.0088322,0.000654251,-0.000654251
2021-06-16,30.57,1962697,0.00621526,2.13626E+06,0.00537512,0.918755,1.1563,0,1,1.03768,Advance,0,0,1,0,-0.00163557,-0.00130844,-0.00278047,-0.00130844
2021-06-17,30.52,3214479,0.00786375,2.04897E+06,0.00537512,1.56883,1.46299,-0.00163557,0.998364,1.03598,Advance,0,0,1,0,-0.00720843,0.00229357,0.00196591,0.00294889
2021-06-18,30.3,4206669,0.00891091,2.04897E+06,0.00537512,2.05307,1.65781,-0.00720843,0.991168,1.02851,Advance,0,0,0,0,0.00759081,0.00610566,0.0108911,0.0135313
2021-06-21,30.53,1964112,0.0103177,2.04897E+06,0.00537512,0.958585,1.91954,0.00759081,0.998692,1.03632,Advance,0,0,0,0,0.00196526,0.00163771,-0.00163777,0.00753356
2021-06-22,30.59,2117361,0.00653805,1.9634E+06,0.00547881,1.07841,1.19333,0.00196526,1.00065,1.03625,Advance,0,0,1,0,-0.00343248,0.00130758,-0.00130765,0.00604771
2021-06-23,30.485,2669186,0.00442841,1.9634E+06,0.00547881,1.35947,0.80828,-0.00343248,0.996568,1.02505,Advance,0,0,0,0,0.00311626,-0.00016405,0.00147614,-0.00246025
2021-06-24,30.58,1186206,0.00408764,1.9634E+06,0.00529028,0.604158,0.772669,0.00311626,0.999673,1.02824,Advance,1,0,0,0,0.00163503,-0.000981056,0.000981056,0.00392416
2021-06-25,30.63,1025102,0.00571339,1.90055E+06,0.00529028,0.539371,1.07998,0.00163503,1.00131,1.02993,Advance,1,0,1,0,-0.00489715,-0.00326472,0.00261182,0.00195891
2021-06-28,30.48,1317846,0.00836618,1.78116E+06,0.00547881,0.73988,1.52701,-0.00489715,0.995103,1.02488,Advance,0,0,0,0,0.00229658,0.00426513,0.00918637,0.0101706
2021-06-29,30.55,1317527,0.00360061,1.78116E+06,0.00547881,0.739701,0.657189,0.00229658,0.997388,1.01562,Flat,0,0,1,0,-0.000654617,0.00523731,0.00736499,0.000982019
2021-06-30,30.53,2698660,0.00491319,1.7018E+06,0.00529028,1.58576,0.928719,-0.000654617,0.996735,1.01496,Flat,0,0,1,0,0.00262037,0.00753356,-0.00393059,0.00524074
2021-07-02,30.61,2010973,0.00882066,1.7018E+06,0.00511086,1.18167,1.72587,0.00262037,0.999347,1.01762,Flat,0,0,0,0,0.00326686,0.00539036,0.00294022,-0.00751393
2021-07-05,30.71,585726,0.00455876,1.7018E+06,0.00511086,0.34418,0.891974,0.00326686,1.00261,1.01891,Flat,1,0,0,0,0.00162817,-0.00976878,-0.000651206,-0.0221426
2021-07-06,30.76,1677665,0.00682708,1.7018E+06,0.00511086,0.985816,1.3358,0.00162817,1.00163,1.02057,Advance,0,0,1,0,0.000487626,-0.00195057,0.000975315,-0.0143043
2021-07-07,30.775,2382049,0.0061738,1.7018E+06,0.00548741,1.39972,1.12508,0.000487626,1.00049,1.02107,Advance,0,0,1,0,-0.0118603,-0.00276195,-0.0063363,-0.00763603
2021-07-08,30.41,4480566,0.00854983,1.84331E+06,0.00594359,2.43072,1.43849,-0.0118603,0.98814,1.00896,Flat,0,0,0,0,0.00953637,0.0124959,0.00920752,0.00460373
2021-07-09,30.7,3392252,0.0071661,1.9634E+06,0.00619453,1.72774,1.15684,0.00953637,0.997563,1.01757,Flat,0,0,0,0,-0.00032574,-0.00390882,-0.0104235,0.0013029
2021-07-12,30.69,1844407,0.00293256,1.98754E+06,0.00619453,0.927984,0.473411,-0.00032574,0.997238,1.01287,Flat,0,1,1,0,0.0032584,0,-0.0215054,-0.00162923
2021-07-13,30.79,1282826,0.00341018,1.98754E+06,0.00619453,0.645433,0.550515,0.0032584,1.00049,1.01617,Flat,1,1,0,0,-0.00682043,-0.0133161,-0.0152647,-0.00422218
2021-07-14,30.58,3937567,0.00981037,1.98754E+06,0.00619453,1.98112,1.58372,-0.00682043,0.99318,1.00924,Flat,0,0,0,0,0.00359714,-0.0179856,-0.00130801,0.00425112
2021-07-15,30.69,2396257,0.00684259,1.98754E+06,0.00637665,1.20564,1.07307,0.00359714,0.996752,1.01287,Flat,0,0,0,0,-0.0101011,-0.0120561,-0.00456179,0.00423588
2021-07-16,30.38,3223322,0.0106979,2.06417E+06,0.00668256,1.56156,1.60086,-0.0101011,0.986684,1.00264,Flat,0,0,0,0,-0.0115207,0.00526668,0.0118499,0.0134958
2021-07-19,30.03,3329959,0.010323,2.06417E+06,0.00668256,1.61322,1.54477,-0.0115207,0.975317,0.991089,Decline,0,0,0,0,0.00965698,0.017316,0.020313,0.02997
2021-07-20,30.32,1764036,0.0128628,2.06417E+06,0.00668256,0.854599,1.92483,0.00965698,0.984735,1.00966,Flat,0,0,0,0,0.00725598,0.0138522,0.0112137,0.0186346
2021-07-21,30.54,7162304,0.00556647,2.06417E+06,0.00668256,3.46983,0.832985,0.00725598,0.99188,1.01698,Flat,0,0,0,0,0.000327384,0.00327434,0.00556641,0.0144073
2021-07-22,30.55,1212819,0.00441899,2.19651E+06,0.00650044,0.552157,0.679799,0.000327384,0.992205,1.01732,Flat,1,0,1,0,0.00621933,0.00360067,0.00883799,0.0202946
2021-07-23,30.74,2052269,0.00292779,1.92769E+06,0.00650044,1.06463,0.450398,0.00621933,0.998376,1.02364,Advance,0,1,0,0,-0.0032531,-0.000975949,0.00162658,0.0123618
2021-07-26,30.64,1893452,0.00554831,2.03162E+06,0.00650044,0.931991,0.853528,-0.0032531,0.995128,1.02031,Advance,0,0,0,0,0.000652756,0.00587468,0.00946478,0.0189295
2021-07-27,30.66,1902632,0.00636007,2.03162E+06,0.00650044,0.936509,0.978406,0.000652756,0.995778,1.02098,Advance,0,0,1,0,0.00163076,0.00424009,0.00733856,0.0198956
2021-07-28,30.71,1773886,0.00488439,2.03162E+06,0.00626693,0.873138,0.779391,0.00163076,0.997402,1.02264,Advance,0,0,1,0,0.00358192,0.00716383,0.00879194,0.0169326
2021-07-29,30.82,2381220,0.00486696,2.03162E+06,0.00626693,1.17208,0.776609,0.00358192,1.00097,1.02631,Advance,0,0,0,0,-0.000973354,0.00210904,0.0113563,0.013303
2021-07-30,30.79,1413361,0.00438449,2.03162E+06,0.00626693,0.695681,0.699622,-0.000973354,0.999027,1.02531,Advance,1,0,1,0,0.00454691,0.00617079,0.0107178,0.013316
2021-08-03,30.93,2227882,0.00662787,1.97745E+06,0.00587014,1.12664,1.12908,0.00454691,1.00357,1.02997,Advance,0,0,0,0,-0.0014549,0.00775945,0.00937598,0.00355644
2021-08-04,30.885,2025080,0.0064756,2.14008E+06,0.00626693,0.946266,1.0333,-0.0014549,0.998545,1.02847,Advance,0,0,1,0,0.0030759,0.00760889,0.0124656,0.0021046
2021-08-05,30.98,930460,0.00419623,2.14008E+06,0.00626693,0.434779,0.669582,0.0030759,1.00162,1.03163,Advance,1,0,0,0,0.00613301,0.00774693,0.00806972,-0.00484182
2021-08-06,31.17,2470965,0.00593518,2.03867E+06,0.00596327,1.21204,0.995289,0.00613301,1.00613,1.03796,Advance,0,0,0,0,-0.00160408,0.00320823,0.00192491,-0.00465192
2021-08-09,31.12,1247174,0.00385601,2.03867E+06,0.00575082,0.611757,0.670514,-0.00160408,0.998396,1.0363,Advance,1,0,1,0,0.00321332,0.00353466,0.00257069,0.001928
2021-08-10,31.22,2103462,0.00416403,1.96386E+06,0.00555739,1.07109,0.749278,0.00321332,1.0016,1.03963,Advance,0,0,0,0,0.00160157,0.000320315,-0.00576548,0.00128126
2021-08-11,31.27,1384337,0.00399744,2.03867E+06,0.00555739,0.679038,0.719302,0.00160157,1.0016,1.04129,Advance,1,0,1,0,-0.00127921,-0.00223856,-0.0102334,-0.00511672
2021-08-12,31.23,1587021,0.00640412,2.03867E+06,0.00555739,0.778457,1.15236,-0.00127921,0.998721,1.03996,Advance,0,0,1,0,0,-0.00608385,-0.0128082,-0.00832534
2021-08-13,31.23,956230,0.00336214,1.96386E+06,0.00555739,0.486915,0.604985,0,0.998721,1.03996,Advance,1,0,1,0,-0.000960576,-0.0089657,-0.0065642,-0.00272171
2021-08-16,31.2,1572663,0.00384612,1.89804E+06,0.00521635,0.828571,0.73732,-0.000960576,0.997761,1.03896,Advance,0,0,1,0,-0.0051282,-0.011859,-0.00064104,-0.00384618
2021-08-17,31.04,3274740,0.00853735,1.83367E+06,0.00487567,1.78589,1.75101,-0.0051282,0.992645,1.03363,Advance,0,0,0,0,-0.00289949,-0.000483289,0.00708761,-0.00193303
2021-08-18,30.95,2229046,0.00452341,1.83367E+06,0.00487567,1.21562,0.92775,-0.00289949,0.989767,1.02078,Advance,0,0,0,0,-0.00387725,0.00743133,0.00516962,0.00775444
2021-08-19,30.83,2873269,0.00713588,1.89804E+06,0.00469518,1.51381,1.51983,-0.00387725,0.985929,1.0095,Flat,0,0,0,0,0.006325,0.0139475,0.00454101,0.0178397
2021-08-20,31.025,2606908,0.0070911,1.89804E+06,0.00469518,1.37347,1.51029,0.006325,0.992165,1.01555,Flat,0,0,0,0,0.00499599,0.00273976,0.00386788,0.0114424
2021-08-23,31.18,2533789,0.00449004,1.96386E+06,0.00487567,1.29021,0.920906,0.00499599,0.997122,1.01762,Flat,0,0,0,0,0.00256574,-0.00673512,-0.0032072,0.00641433
2021-08-24,31.26,1297015,0.00511836,1.96386E+06,0.00487567,0.660443,1.04977,0.00256574,0.99968,1.02024,Advance,1,0,0,0,-0.00479845,-0.00367882,-0.00895716,0.00159946
2021-08-25,31.11,1535477,0.00353586,1.96386E+06,0.00487567,0.781868,0.725204,-0.00479845,0.994883,1.01468,Flat,0,0,0,0,-0.0045002,-0.000964342,0.00257152,0.00417869
2021-08-26,30.97,2213243,0.00548919,1.89948E+06,0.00469518,1.16518,1.16911,-0.0045002,0.990406,1.00847,Flat,0,0,0,0,0.00565067,0.000322901,0.0132386,0.00419765
2021-08-27,31.145,2395804,0.00497668,2.06427E+06,0.00469518,1.16061,1.05996,0.00565067,0.996003,1.01153,Flat,0,0,0,0,-0.00208703,0.00144486,0.00754531,0.000802685
2021-08-30,31.08,1209869,0.00418273,2.06427E+06,0.00475004,0.5861,0.880566,-0.00208703,0.993924,1.00942,Flat,1,0,1,0,-0.00321752,0.00965249,0.00965249,-0.002574
2021-08-31,30.98,2248638,0.00806972,2.06427E+06,0.00475004,1.08931,1.69887,-0.00321752,0.990726,1.00487,Flat,0,0,0,0,0.0067786,0.0129115,0.010652,0.00742413
2021-09-01,31.19,2415781,0.00561075,2.06427E+06,0.00475004,1.17028,1.1812,0.0067786,0.997442,1.01168,Flat,0,0,0,0,0.00609165,0.00609165,0.00160305,-0.00352679
2021-09-02,31.38,1787367,0.00509878,2.15835E+06,0.00475004,0.828116,1.07342,0.00609165,1.00352,1.01784,Flat,0,0,0,0,0,-0.00223071,-0.00892284,-0.0162523
2021-09-03,31.38,1316721,0.00382412,2.15835E+06,0.00503773,0.610058,0.759095,0,1,1.01784,Flat,1,0,1,0,0,-0.00446142,-0.00669213,-0.0309114
2021-09-07,31.38,2158229,0.00446148,1.94541E+06,0.00475004,1.10939,0.939251,0,1,1.01784,Flat,0,0,1,0,-0.00223071,-0.00892284,-0.0121096,-0.02645
2021-09-08,31.31,1712668,0.00686676,2.13085E+06,0.00475004,0.80375,1.44562,-0.00223071,0.997769,1.01557,Flat,0,0,1,0,-0.0022357,-0.0044714,-0.00319388,-0.0162887
2021-09-09,31.24,1404030,0.00592188,1.9728E+06,0.00503773,0.711695,1.1755,-0.0022357,0.995539,1.0133,Flat,0,0,1,0,-0.00448141,-0.00768245,-0.00512163,-0.0105634
2021-09-10,31.1,1583962,0.00707393,1.9728E+06,0.00510857,0.802901,1.38472,-0.00448141,0.991077,1.00876,Flat,0,0,0,0,0.00225079,0.00353694,-0.00739548,-0.00900324
2021-09-13,31.17,1748973,0.00802053,1.9728E+06,0.00510857,0.886544,1.57001,0.00225079,0.993308,1.01103,Flat,0,0,1,0,-0.00545396,-0.0028874,-0.0243824,-0.0076997
2021-09-14,31,3376955,0.00806452,1.9728E+06,0.00530377,1.71176,1.52052,-0.00545396,0.98789,1.00551,Flat,0,0,0,0,0.00677416,-0.00419352,-0.0145162,-0.0148387
2021-09-15,31.21,4166080,0.00801025,2.18574E+06,0.00554997,1.90603,1.4433,0.00677416,0.994583,1.01233,Flat,0,0,0,0,-0.0041653,-0.0256328,-0.0131368,-0.0214674
2021-09-16,31.08,3338568,0.005148,2.18574E+06,0.00554997,1.52743,0.927573,-0.0041653,0.99044,1.00811,Flat,0,0,0,0,-0.00675673,-0.0170528,-0.00546976,-0.0225225
2021-09-17,30.87,3881247,0.00599286,2.18574E+06,0.00554997,1.77572,1.0798,-0.00675673,0.983748,1.0013,Flat,0,0,0,0,-0.0149012,-0.00226763,-0.00161973,-0.0113379
2021-09-20,30.41,3410348,0.0139757,2.18574E+06,0.00554997,1.56027,2.51816,-0.0149012,0.969089,0.985099,Decline,0,0,0,0,0.00460373,0.016442,0.0170997,-0.000328847
2021-09-21,30.55,3210180,0.00720129,2.18574E+06,0.00554997,1.4687,1.29754,0.00460373,0.97355,1.0046,Decline,0,0,0,0,0.00818331,0.00883799,-0.000327277,0.00130936
2021-09-22,30.8,2292720,0.00438312,2.18574E+06,0.00576631,1.04895,0.760126,0.00818331,0.981517,1.01282,Flat,0,0,0,0,0.00357145,0.00422081,-0.0084415,-0.00487012
2021-09-23,30.91,1736013,0.00582331,2.23094E+06,0.00576631,0.778153,1.00988,0.00357145,0.985022,1.01644,Flat,0,0,0,0,-0.00291168,-0.0119702,-0.0171466,0.0019411
2021-09-24,30.82,1200819,0.00340686,2.23094E+06,0.00587259,0.538257,0.580129,-0.00291168,0.982154,1.01348,Flat,1,1,0,0,0.00356913,-0.00908497,-0.00973391,0.00616485
2021-09-27,30.93,1439411,0.00420301,2.20343E+06,0.00587259,0.653258,0.7157,0.00356913,0.98566,1.0171,Flat,1,0,0,0,-0.0126091,-0.0177821,-0.0171355,0.00226317
2021-09-28,30.54,4544902,0.0108055,1.9728E+06,0.00587259,2.30378,1.83999,-0.0126091,0.973231,1.00427,Decline,0,0,0,0,0,-0.000654894,0.00163717,0.0225933
2021-09-29,30.54,2032193,0.00638506,2.20343E+06,0.00595737,0.922285,1.07179,0,0.973231,1.00427,Decline,0,0,1,0,-0.00523909,-0.00458419,0.00360179,0.0327439
2021-09-30,30.38,2745681,0.0105332,2.09521E+06,0.00595737,1.31046,1.7681,-0.00523909,0.968133,0.999013,Decline,0,0,0,0,0.00460834,0.00691248,0.0194207,0.0454247
2021-10-01,30.52,1940839,0.0121232,2.09521E+06,0.00618896,0.926322,1.95885,0.00460834,0.972594,1.00461,Decline,0,0,0,0,-0.00393188,0.00425947,0.016055,0.0445609
2021-10-04,30.4,3075303,0.00921049,2.09521E+06,0.00662591,1.46778,1.39007,-0.00393188,0.96877,1.00066,Decline,0,0,0,0,0.00625002,0.01875,0.0197369,0.0532895
2021-10-05,30.59,1656821,0.00751878,2.22547E+06,0.00697035,0.74448,1.07868,0.00625002,0.974825,1.00691,Decline,0,0,0,0,0.00196141,0.01373,0.0209218,0.051324
2021-10-06,30.65,2016179,0.00848288,2.16246E+06,0.00713761,0.932356,1.18848,0.00196141,0.97892,1.00889,Decline,0,0,1,0,0.0104404,0.0114193,0.0290376,0.0508972
2021-10-07,30.97,1946949,0.00678073,2.16246E+06,0.00736003,0.900341,0.92129,0.0104404,0.991357,1.01942,Flat,0,0,0,0,0.0012916,0.00839523,0.0255086,0.0406845
2021-10-08,31.01,2013281,0.00419217,2.16246E+06,0.00736003,0.931016,0.569586,0.0012916,0.993592,1.02074,Advance,0,1,1,0,-0.000322484,0.0170913,0.0280554,0.0422444
2021-10-12,31,2036933,0.0048387,2.16246E+06,0.00736003,0.941953,0.657429,-0.000322484,0.993271,1.02041,Advance,0,0,1,0,0.00741934,0.0245161,0.0329032,0.0364516
2021-10-13,31.23,1159020,0.0091259,2.16483E+06,0.00699101,0.535387,1.30538,0.00741934,1.00064,1.02798,Advance,1,0,0,0,0.0099264,0.0208133,0.0297791,0.0192123
2021-10-14,31.54,2013546,0.00507292,2.03456E+06,0.00699101,0.98967,0.725635,0.0099264,1.00993,1.03818,Advance,0,0,0,0,0.00697525,0.0152188,0.0212428,0.0212428
